Account	Name	StNum	StName	City	State	Zip	Phone	PermitTypes	Expiration	FacilityType	District	Risk	Employees	Score	InspectionDate	StartTime	EndTime	ActivityType	InspectorID	InspectorName	SiteCount
200656	THIRD BASE	16504	" ""SEALARK"""	" ""HOUSTON"""	" ""TX"""	" ""77062"""		F	10/19/2013	(062) Bar - Full Service	107	1	4	2	1/25/2013	3:30 PM	4:00 PM	Routine Inspection (001)	JCR1	Joseph Raia	0	
200658	CROWN MART	6402	" ""MYKAWA"""	" ""HOUSTON"""	" ""TX"""	" ""77033"""		"F,D,G"	10/21/2013	(002) Restaurant - Single Service	103	2	3	2	1/22/2013	11:45 AM	12:30 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
200667	KENTUCKY FRIED CHICKEN	11791	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77089"""		"F,G"	11/2/2013	(002) Restaurant - Single Service	106	2	10	1	2/8/2013	9:55 AM	10:40 AM	Routine Inspection (001)	LWT1	LaTerica Thomas	2	
200672	MUHAMMAD UNIVERSITY OF ISLAM	4443	" ""OLD SPANISH TRAIL"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		"F,G"	11/2/2013	(031) School Cafeteria - Intermediate / Middle / Jr. High	103	3	3	2	4/17/2013	8:05 AM	9:00 AM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
200676	SUNNYSIDE ADULT DAY CARE	8423	" ""ALMEDA"""	" ""HOUSTON"""	" ""TX"""	" ""77054"""		"F,G"	11/3/2013	(050) Day Care Center - Open Foods	105	3	2	1	4/24/2013	1:50 PM	2:35 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
200679	VITAMIN WORLD # 3625	520	" ""ALMEDA MALL"""	" ""HOUSTON"""	" ""TX"""	" ""77075"""		F	11/11/2013	(100) Convenience Grocery - Packaged	106	1	0	1	3/1/2013	12:10 PM	12:20 PM	Routine Inspection (001)	LWT1	LaTerica Thomas	0	
200704	S. SANTIAGO PRODUCE	2520	" ""AIRLINE"""	" ""HOUSTON"""	" ""TX"""	" ""77009"""		V	2/8/2014	(110) Produce Establishment	110	1	2	1	3/28/2012	11:50 AM	12:00 PM	Routine Inspection (001)	SLA1	Sandy Andorka	0	
200712	MANNA HOUSE FOOD PANTRY	3118	" ""BLODGETT"""	" ""HOUSTON"""	" ""TX"""	" ""77004"""		F	2/18/2014	(100) Convenience Grocery - Packaged	101	1	3	1	3/28/2013	12:30 PM	1:00 PM	Routine Inspection (001)	JTD1	Jay Dunn	0	
200992	REFRESQUERIA RIO VERDE-CAMPANA	8315	" ""LONG POINT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		H	9/28/2013	"(143) Mobile - Fixed Location, Unrestricted"	506	1	1	1	10/17/2012	1:30 PM	2:15 PM	Routine Inspection (001)	MFS1	Manuel Say	2	
201147	HEBERT'S SPECIALTY MEATS	1023	" ""DAIRY ASHFORD"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	10/11/2013	(091) Retail Food Market - Multi Service	205	3	11	1	10/11/2012	3:25 PM	3:30 PM	Routine Inspection (001)	AMF1	Abeid Fells	4	
201157	SPEC'S #12	14635	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		F	10/18/2013	(100) Convenience Grocery - Packaged	205	1	17	1	1/30/2013	9:05 AM	9:40 AM	Routine Inspection (001)	AMF1	Abeid Fells	0	
201158	WESTCHASE ACADEMY	10085	" ""WESTPARK"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""		"F,G"	10/18/2013	(050) Day Care Center - Open Foods	207	3	4	1	4/9/2013	7:50 AM	8:10 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
201161	BEST BUY FOOD MART #2	904	" ""LATHROP"""	" ""HOUSTON"""	" ""TX"""	" ""77020"""		"F,G"	10/27/2013	(101) Convenience Grocery - Open foods	404	2	3	3	3/7/2013	11:20 AM	11:55 AM	Routine Inspection (001)	LWT1	LaTerica Thomas	2	
201162	OFFICE DEPOT #628	13435	" ""EAST"""	" ""HOUSTON"""	" ""TX"""	" ""77015"""		F	11/19/2013	(100) Convenience Grocery - Packaged	405	1	27	1	2/22/2013	8:55 AM	9:15 AM	Routine Inspection (001)	KMY1	Karen Yokooji	0	
201172	HANDI PLUS #27( SHELL GOSOHHE)	9103	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		"F,D,G"	11/15/2013	(101) Convenience Grocery - Open foods	406	1	3	1	11/27/2012	11:20 AM	11:45 AM	Routine Inspection (001)	GXL1	Gary Lee	3	
201184	STARBUCKS COFFEE #6322	5085	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	12/18/2013	(002) Restaurant - Single Service	201	2	6	1	2/5/2013	10:55 AM	11:20 AM	Routine Inspection (001)	JSE1	John Echols	4	
201187	EDWARDS MARQ-E	7620	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,D,G"	12/25/2013	(002) Restaurant - Single Service	302	2	50	1	7/21/2012	2:00 PM	3:45 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
201191	VIETOPIA	5176	" ""BUFFALO SPEEDWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77005"""		"F,G"	1/18/2014	(001) Restaurant - Full Service	101	3	12	2	2/3/2013	2:50 PM	3:50 PM	Routine Inspection (001)	JTD1	Jay Dunn	5	
201200	GOLDEN SEAFOOD	903	" ""75TH"""	" ""HOUSTON"""	" ""TX"""	" ""77023"""		"F,G"	3/13/2014	(001) Restaurant - Full Service	102	3	18	1	3/4/2013	10:20 AM	11:40 AM	Routine Inspection (001)	MRW1	Marcia Washington	2	
201203	LA PREFERIDA	5727	" ""RAMPART"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		"F,G"	3/1/2014	(091) Retail Food Market - Multi Service	201	3	8	4	12/7/2012	2:00 PM	3:25 PM	Routine Inspection (001)	JSE1	John Echols	2	
201213	LA MORENITA	8803	" ""CHATWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77078"""	(713) 678-4328	"F,G"	4/3/2014	(001) Restaurant - Full Service	405	3	2	2	2/25/2013	9:40 AM	10:30 AM	Routine Inspection (001)	KMY1	Karen Yokooji	3	
201214	NATURAL KITCHEN VITAMIN STORE	4145	" ""LAKE HOUSTON"""	" ""KINGWOOD"""	" ""TX"""	" ""77339"""		F	4/1/2014	(100) Convenience Grocery - Packaged	407	1	3	1	2/18/2013	9:45 AM	10:00 AM	Routine Inspection (001)	KXR1	Kristina Robles	0	
201929	MACHADO CORN ROAST-FIESTA #8	2323	" ""WIRT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		H	10/22/2013	"(143) Mobile - Fixed Location, Unrestricted"	506	1	2	1	9/25/2012	2:30 PM	3:00 PM	Routine Inspection (001)	SWN1	Sidney Ng	1	
202059	CLAY ROAD TEXACO	8805	" ""CLAY"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		F	11/18/2013	(100) Convenience Grocery - Packaged	307	1	2	1	3/22/2013	9:00 AM	9:20 AM	Routine Inspection (001)	PIC1	Paul Chen	0	
202062	CONOCO/TEXACO	11902	" ""HEMPSTEAD"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		"F,G"	11/30/2013	(101) Convenience Grocery - Open foods	303	2	9	2	3/18/2013	9:00 AM	9:50 AM	Routine Inspection (001)	DXM1	David Martinez	2	
202065	ACE MART RESTAURANT SUPPLY CO.	3500	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77007"""		F	12/1/2013	(151) Warehouses +A85	507	1	9	1	10/24/2012	10:20 AM	10:35 AM	Routine Inspection (001)	SLA1	Sandy Andorka	0	
202068	DEAN'S CREDIT CLOTHING	316	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		F	12/2/2013	(062) Bar - Full Service	401	1	4	1	2/9/2013	6:30 PM	7:00 PM	Routine Inspection (001)	GAB1	Gene Bowden	0	
202069	STARBUCKS COFFEE #6332	1200	" ""MCKINNEY"""	" ""HOUSTON"""	" ""TX"""	" ""77010"""		"F,G"	12/2/2013	(002) Restaurant - Single Service	401	2	11	1	1/4/2013	1:10 PM	1:25 PM	Routine Inspection (001)	GAB1	Gene Bowden	4	
202072	BASEBALL USA-PAVILLION	2626	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		"F,G"	12/6/2013	(002) Restaurant - Single Service	307	1	5	1	11/2/2012	9:40 AM	10:05 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
202084	WALGREENS #5536	2808	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		F	6/29/2013	(100) Convenience Grocery - Packaged	307	1	25	1	3/1/2013	12:00 PM	12:30 PM	Routine Inspection (001)	PIC1	Paul Chen	1	
202088	KOLACHE FACTORY #09	15730	" ""PARK ROW"""	" ""HOUSTON"""	" ""TX"""	" ""77084"""		"F,G"	11/10/2013	(002) Restaurant - Single Service	307	2	5	1	9/21/2012	9:20 AM	10:00 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
202089	NIXON HOME CARE ADULT DAY CARE	3719	" ""LYNNFIELD"""	" ""HOUSTON"""	" ""TX"""	" ""77016"""		"F,G"	1/19/2014	(050) Day Care Center - Open Foods	407	3	2	1	4/23/2013	3:40 PM	4:40 PM	Routine Inspection (001)	KXR1	Kristina Robles	2	
202092	SHELL FOOD MART	11778	" ""CLAY"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		"F,D,G"	2/3/2014	(002) Restaurant - Single Service	307	2	1	5	9/27/2012	1:00 PM	2:20 PM	Routine Inspection (001)	RLR1	Remonda Robinson	3	
202094	KING DOLLAR	2555	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		F	2/2/2014	(100) Convenience Grocery - Packaged	307	1	7	1	4/26/2013	4:20 PM	4:50 PM	Routine Inspection (001)	PIC1	Paul Chen	1	
202097	BASEBALL USA BLDG 'C'	2626	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		"F,G"	2/10/2014	(002) Restaurant - Single Service	307	2	1	1	10/4/2012	9:50 AM	10:20 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
202105	SOUTHWEST KEY PROGRAM	7900	" ""MESA"""	" ""HOUSTON"""	" ""TX"""	" ""77028"""		"F,G"	3/1/2014	(044) Halfway Houses	109	2	3	2	2/14/2013	11:20 AM	12:00 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
202106	TREASURE TOWN ACADEMY	5929	" ""MOHAWK"""	" ""HOUSTON"""	" ""TX"""	" ""77016"""		F	2/25/2014	(050) Day Care Center - Open Foods	407	3	5	1	12/5/2012	1:55 PM	2:25 PM	Routine Inspection (001)	KXR1	Kristina Robles	1	
202110	LIVING WORD CHURCH	7350	" ""TC JESTER"""	" ""HOUSTON"""	" ""TX"""	" ""77088"""		"F,G"	3/1/2014	(050) Day Care Center - Open Foods	306	3	1	1	4/30/2013	11:20 AM	11:40 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
202112	VALERO - AMIGO MART	829	" ""MCCARTY"""	" ""HOUSTON"""	" ""TX"""	" ""77029"""		"F,D,G"	3/1/2014	(002) Restaurant - Single Service	404	2	0	1	9/26/2012	7:55 AM	8:50 AM	Routine Inspection (001)	KMY1	Karen Yokooji	2	
202125	LA CAMPESINA MEAT MARKET #1	851	" ""FEDERAL"""	" ""HOUSTON"""	" ""TX"""	" ""77015"""	(713) 451-6990	"F,G"	3/9/2013	(091) Retail Food Market - Multi Service	405	3	9	2	4/12/2013	9:30 AM	10:55 AM	Routine Inspection (001)	KMY1	Karen Yokooji	4	
202126	MO MO CLUB	10001	" ""LONG POINT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""	(832) 755-2785	F	3/10/2014	(062) Bar - Full Service	302	2	0	2	3/8/2013	9:10 PM	9:45 PM	Routine Inspection (001)	CYH1	Chsun-Yi Hsu	1	
202128	99 CENTS PLUS	56	" ""E CROSSTIMBERS"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		F	3/13/2013	(100) Convenience Grocery - Packaged	305	1	1	1	2/11/2013	4:55 PM	5:15 PM	Routine Inspection (001)	RLR1	Remonda Robinson	0	
202284	ALONTI CAFE # 48	600	" ""TRAVIS"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		"F,G"	11/22/2013	(002) Restaurant - Single Service	401	2	15	3	10/15/2012	9:40 AM	10:30 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
202291	CONOCO FOOD MART	1102	" ""BROADWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77012"""		"F,D,G"	11/23/2013	(002) Restaurant - Single Service	102	2	5	2	2/27/2013	1:00 PM	1:45 PM	Routine Inspection (001)	MRW1	Marcia Washington	2	
202293	SHERLOCK'S PUB	2416	" ""BAY AREA"""	" ""HOUSTON"""	" ""TX"""	" ""77058"""		F	11/24/2013	(062) Bar - Full Service	107	2	28	2	4/3/2013	4:25 PM	5:00 PM	Routine Inspection (001)	JCR1	Joseph Raia	4	
202296	HERMANN PARK GOLF COURSE C.H.	2155	" ""MACGREGOR"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		"F,G"	11/30/2013	(002) Restaurant - Single Service	507	2	5	1	11/13/2012	1:15 PM	1:45 PM	Routine Inspection (001)	SLA1	Sandy Andorka	2	
202315	HARTMAN MIDDLE SCHOOL PTO	7111	" ""WESTOVER"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		F	12/10/2013	(100) Convenience Grocery - Packaged	103	2	2	1	2/28/2013	9:30 AM	9:45 AM	Routine Inspection (001)	IFC1	I-Yuan Chen	1	
202338	SUBWAY #4279	1200	" ""MCKINNEY"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		"F,G"	10/22/2013	(002) Restaurant - Single Service	401	2	5	1	1/15/2013	8:00 AM	8:55 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
202345	LA MORELIANA #7 CARNICERIA	3401	" ""BROADWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77017"""		"F,G"	1/21/2014	(091) Retail Food Market - Multi Service	102	3	12	3	3/4/2013	8:40 AM	10:00 AM	Routine Inspection (001)	MRW1	Marcia Washington	2	
202410	TACOS EL PALMAR - TEX STAR	1235	" ""19 TH"""	" ""HOUSTON"""	" ""TX"""	" ""77008"""		H	11/18/2013	"(071) Mobile - Conventional, Unrestricted , Non-motorized"	303	2	2	1	11/13/2012	7:30 AM	8:45 AM	Routine Inspection (001)	TNL1	Tuan Luu	2	
202434	DUNOBABY JAPANESE CARTOON	11209	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	11/24/2013	(002) Restaurant - Single Service	206	2	2	1	9/26/2012	11:05 AM	11:35 AM	Routine Inspection (001)	EJI1	Essien Isong	1	
202440	WHATABURGER #745	2720	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""	(713) 782-7976	"F,D,G"	12/23/2013	(002) Restaurant - Single Service	207	2	26	2	9/22/2012	10:00 AM	10:50 AM	Routine Inspection (001)	MXR1	Marja Ramsey	2	
202447	WEST HOUSTON CHRISTIAN CENTER	11300	" ""WILCREST GREEN"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""		"F,G"	1/13/2014	(002) Restaurant - Single Service	207	2	3	1	2/28/2013	9:45 AM	10:10 AM	Routine Inspection (001)	MXR1	Marja Ramsey	2	
202448	CRAWFISH & BEIGNETS	11201	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	1/13/2014	(002) Restaurant - Single Service	206	2	3	1	12/15/2011	6:55 PM	7:55 PM	Routine Inspection (001)	AXD1	Ashish Dasgupta	2	
202450	THIEN PHU WEDDING REST.	11360	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""	(713) 398-4891	"F,G"	1/19/2014	(001) Restaurant - Full Service	206	3	7	1	12/20/2012	11:30 AM	11:40 AM	Routine Inspection (001)	EJI1	Essien Isong	2	
202466	HEB FOOD STORE #35	14540	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	6/23/2013	(091) Retail Food Market - Multi Service	205	3	50	1	9/28/2012	3:55 PM	4:10 PM	Routine Inspection (001)	AMF1	Abeid Fells	8	
202468	MAGGIANO'S LITTLE ITALY	2019	" ""POST OAK"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	2/18/2014	(001) Restaurant - Full Service	201	3	150	2	4/5/2013	10:15 AM	11:00 AM	Routine Inspection (001)	JSE1	John Echols	2	
202469	WHATABURGER #694	6520	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""	(713) 953-9644	"F,D,G"	2/25/2014	(002) Restaurant - Single Service	203	2	25	2	1/24/2013	1:00 PM	1:45 PM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
202473	SHERATON SUITES	2400	" ""WEST LOOP SOUTH"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""	(713) 586-5128	"F,G"	3/6/2014	(001) Restaurant - Full Service	403	3	42	2	2/28/2013	8:25 AM	9:40 AM	Routine Inspection (001)	TXS1	Tenitra Smith	6	
202474	STARBUCKS COFFEE #6309	14607	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	3/9/2014	(002) Restaurant - Single Service	205	2	7	1	10/19/2012	10:50 AM	11:00 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
202477	KENNY AND ZIGGY'S	2327	" ""POST OAK"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	3/11/2014	(001) Restaurant - Full Service	201	3	65	1	3/25/2013	9:55 AM	10:45 AM	Routine Inspection (001)	JSE1	John Echols	2	
202483	HONEY BAKED HAM	5174	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	3/31/2014	(001) Restaurant - Full Service	201	3	5	1	2/13/2013	1:45 PM	1:55 PM	Routine Inspection (001)	JSE1	John Echols	4	
202484	TEAHOUSE	11201	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	3/31/2014	(002) Restaurant - Single Service	206	2	8	2	4/2/2013	2:15 PM	3:05 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
202487	G.N.C.	1510	" ""ELDRIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77077"""		F	4/24/2013	(100) Convenience Grocery - Packaged	205	1	5	1	2/11/2013	9:20 AM	9:40 AM	Routine Inspection (001)	AMF1	Abeid Fells	0	
202488	BERING MEMORIAL U.M.CHURCH KIT	1440	" ""HAROLD"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""	(713) 526-1017	"F,G"	4/21/2014	(002) Restaurant - Single Service	402	3	2	2	4/30/2013	11:10 AM	11:50 AM	Routine Inspection (001)	JSE1	John Echols	2	
202579	ELOTES SALDANA-FIESTA #12	5800	" ""LYONS"""	" ""HOUSTON"""	" ""TX"""	" ""77020"""	(832) 228-2606	H	12/22/2013	"(143) Mobile - Fixed Location, Unrestricted"	404	2	2	1	1/25/2013	2:25 PM	3:00 PM	Routine Inspection (001)	JXC1	Joshua Collins	0	
202586	ROASTED CORN MACHADO @ MI TIENDA	3800	" ""LITTLE YORK"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		H	12/3/2013	"(143) Mobile - Fixed Location, Unrestricted"	106	1	2	1	3/15/2013	1:25 PM	2:00 PM	Routine Inspection (001)	JXC1	Joshua Collins	1	
202813	COULSON PRODUCE/COUNTRY WEEKEND	5115	" ""SHAVER"""	" ""HOUSTON"""	" ""TX"""	" ""77015"""		V	1/28/2013	(110) Produce Establishment	405	1	1	1	9/19/2009	11:40 AM	11:45 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	0	
202816	IMPACT HOUSTON CHURCH OF CHRIST	1704	" ""WEBER"""	" ""HOUSTON"""	" ""TX"""	" ""77007"""		"F,G"	2/8/2014	(002) Restaurant - Single Service	301	2	6	1	5/6/2013	9:05 AM	10:05 AM	Routine Inspection (001)	JXM1	Javier Mora	2	
202819	LESLY BAKERY #2 & JR MEX REST	10585	" ""TELEPHONE"""	" ""HOUSTON"""	" ""TX"""	" ""77075"""		"F,G"	2/6/2014	(120) Bakery - Retail 	106	2	5	1	4/9/2013	12:30 PM	1:00 PM	Routine Inspection (001)	LWT1	LaTerica Thomas	2	
202827	ROSA BLANCA RESTAURANT	2430	" ""AIRLINE"""	" ""HOUSTON"""	" ""TX"""	" ""77009"""		"F,G"	2/11/2014	(001) Restaurant - Full Service	301	3	5	1	11/15/2012	9:00 AM	10:05 AM	Routine Inspection (001)	JXM1	Javier Mora	2	
202834	SHIPLEY DONUT	6969	" ""GULF"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		"F,G"	2/24/2014	(120) Bakery - Retail 	103	2	5	1	4/11/2013	7:00 AM	8:00 AM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
202846	MANNIE'S SEAFOOD MKT	8520	" ""GULF"""	" ""HOUSTON"""	" ""TX"""	" ""77017"""		"F,G"	3/6/2014	(001) Restaurant - Full Service	102	3	31	2	3/5/2013	1:05 PM	2:20 PM	Routine Inspection (001)	MRW1	Marcia Washington	3	
202851	CAO THANG SANDWICH	8272	" ""PARK PLACE"""	" ""HOUSTON"""	" ""TX"""	" ""77017"""		"F,G"	3/6/2014	(001) Restaurant - Full Service	102	3	4	2	4/24/2013	3:40 PM	4:45 PM	Routine Inspection (001)	MRW1	Marcia Washington	2	
202855	LA MEXICANA FRUIT & MEAT #3	5911	" ""RAMPART"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		"F,G"	3/13/2014	(091) Retail Food Market - Multi Service	201	3	0	2	4/22/2013	9:05 AM	10:00 AM	Routine Inspection (001)	JSE1	John Echols	4	
202859	BLUE TRIANGLE COMMUNITY CTR.	3005	" ""MCGOWEN"""	" ""HOUSTON"""	" ""TX"""	" ""77004"""		F	3/17/2014	(050) Day Care Center - Open Foods	101	1	3	1	11/13/2012	9:10 AM	10:00 AM	Routine Inspection (001)	JTD1	Jay Dunn	1	
202863	J & E CATERING	2619	" ""MCKINNEY"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""		"F,G"	4/17/2014	(080) Catering Establishment	503	2	3	1	12/12/2012	2:10 PM	3:00 PM	Routine Inspection (001)	SDW1	Sheila Washington	2	
202864	HANDI STOP #64	7028	" ""LAWNDALE"""	" ""HOUSTON"""	" ""TX"""	" ""77023"""		"F,G"	3/22/2014	(002) Restaurant - Single Service	102	2	4	1	2/22/2013	1:55 PM	2:55 PM	Routine Inspection (001)	MRW1	Marcia Washington	2	
202868	GOODE COMPANY SEAFOOD II	10211	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,G"	3/29/2014	(001) Restaurant - Full Service	302	3	70	1	12/28/2012	8:00 AM	10:30 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
202874	D & T FOOD STORE	8929	" ""SCOTT"""	" ""HOUSTON"""	" ""TX"""	" ""77051"""		"F,G"	4/14/2014	(091) Retail Food Market - Multi Service	105	1	2	3	2/13/2013	3:40 PM	4:40 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
202876	RIDGEMONT ELEM SCHOOL - PTO	4910	" ""RAVEN RIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77053"""		"F,G"	4/7/2013	(034) School Cafeteria - PTO	105	1	2	1	4/12/2013	10:40 AM	11:05 AM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	1	
202883	CELLAR BAR	16611	" ""SEALARK"""	" ""HOUSTON"""	" ""TX"""	" ""77062"""		F	4/12/2014	(062) Bar - Full Service	107	1	2	1	10/4/2012	3:15 PM	3:45 PM	Routine Inspection (001)	JCR1	Joseph Raia	1	
202925	TAQUERIA MARY-TEXAS COMMISSARY	3317	" ""MARZELLE"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		H	2/23/2014	"(071) Mobile - Conventional, Unrestricted , Non-motorized"	406	2	2	1	2/14/2013	9:00 AM	9:45 AM	Routine Inspection (001)	JXC1	Joshua Collins	2	
202975	PARK PLAZA PHARMACY	1213	" ""HERMANN"""	" ""HOUSTON"""	" ""TX"""	" ""77004"""		F	1/29/2014	(100) Convenience Grocery - Packaged	505	1	5	1	10/30/2012	2:25 PM	3:00 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	0	
203118	VARCADOS SHELL	8602	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,G"	3/17/2014	(101) Convenience Grocery - Open foods	302	1	4	1	3/8/2013	1:30 PM	2:00 PM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
203137	DOLLAR STORE	11122	" ""AIRLINE"""	" ""HOUSTON"""	" ""TX"""	" ""77037"""		F	4/6/2014	(100) Convenience Grocery - Packaged	305	1	5	1	5/15/2012	12:25 PM	12:40 PM	Routine Inspection (001)	LWT1	LaTerica Thomas	0	
203139	TAQUERIA ABASOLO	1109	" ""HOGAN"""	" ""HOUSTON"""	" ""TX"""	" ""77009"""		"F,G"	4/7/2014	(001) Restaurant - Full Service	301	3	0	4	3/29/2013	8:50 AM	10:20 AM	Routine Inspection (001)	JXM1	Javier Mora	2	
203141	HOBBY LOBBY	10516	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		F	4/7/2014	(100) Convenience Grocery - Packaged	307	1	8	1	2/20/2013	10:40 AM	11:00 AM	Routine Inspection (001)	PIC1	Paul Chen	1	
203145	MARBLE SLAB CREAMERY	17195	" ""TOMBALL"""	" ""HOUSTON"""	" ""TX"""	" ""77064"""		"F,D,G"	4/13/2014	(002) Restaurant - Single Service	306	2	4	1	3/25/2013	1:45 PM	2:05 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
203149	CAFE KO	12740	" ""EAST"""	" ""HOUSTON"""	" ""TX"""	" ""77015"""		"F,D,G"	4/20/2014	(001) Restaurant - Full Service	405	3	0	1	9/17/2012	11:00 AM	12:40 PM	Routine Inspection (001)	KMY1	Karen Yokooji	5	
203152	CITILINE DELI	515	" ""GREENS"""	" ""HOUSTON"""	" ""TX"""	" ""77067"""		"F,G"	4/25/2013	(002) Restaurant - Single Service	306	2	4	2	1/24/2013	11:15 AM	12:00 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
203163	THURGOOD MARSHALL ELEMENTARY	6200	" ""WINFIELD"""	" ""HOUSTON"""	" ""TX"""	" ""77050"""		"F,G"	10/1/2013	(030) School Cafeteria - Elementary	407	3	5	1	4/8/2013	9:55 AM	10:10 AM	Routine Inspection (001)	KXR1	Kristina Robles	3	
203167	TUESDAY MORNING #396	10516	" ""OLD KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		F	4/28/2014	(100) Convenience Grocery - Packaged	307	1	7	1	3/12/2013	11:15 AM	11:40 AM	Routine Inspection (001)	PIC1	Paul Chen	1	
203171	TACO BELL & PIZZA HUT EXPRESS	12025	" ""GREENSPOINT"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,D,G"	5/4/2014	(002) Restaurant - Single Service	406	2	22	1	1/11/2013	9:15 AM	9:45 AM	Routine Inspection (001)	GXL1	Gary Lee	3	
203176	HIGH STEPPER'S LOUNGE	6501	" ""LAURA KOPPE"""	" ""HOUSTON"""	" ""TX"""	" ""77016"""		F	5/5/2014	(062) Bar - Full Service	407	1	2	1	4/3/2013	4:15 PM	4:30 PM	Routine Inspection (001)	KXR1	Kristina Robles	0	
